country_code,name,phone,email,description
BR,Embassy Address,"SES Avenida das Nações, Brasília",,Spain
BR,Embassy Phone,+55 61 3312 7000,,Spain
BR,Embassy Address,"SES Avenida das Nações, Brasília",,Turkey
BR,Embassy Phone,+55 61 3312 7000,,Turkey
BR,Embassy Address,"SES Avenida das Nações, Brasília",,Germany
BR,Embassy Phone,+55 61 3312 7000,,Germany
BR,Embassy Address,"SES Avenida das Nações, Brasília",,Mexico
BR,Embassy Phone,+55 61 3312 7000,,Mexico
BR,Embassy Address,"SES Avenida das Nações, Brasília",,United Kingdom
BR,Embassy Phone,+55 61 3312 7000,,United Kingdom
BR,Embassy Address,"SES Avenida das Nações, Brasília",,Greece
BR,Embassy Phone,+55 61 3312 7000,,Greece
BR,Embassy Address,"SES Avenida das Nações, Brasília",,China
BR,Embassy Phone,+55 61 3312 7000,,China
BR,Embassy Address,"SES Avenida das Nações, Brasília",,Austria
BR,Embassy Phone,+55 61 3312 7000,,Austria
BR,Embassy Address,"SES Avenida das Nações, Brasília",,Portugal
BR,Embassy Phone,+55 61 3312 7000,,Portugal
BR,Embassy Address,"SES Avenida das Nações, Brasília",,United Arab Emirates
BR,Embassy Phone,+55 61 3312 7000,,United Arab Emirates
BR,Embassy Address,"SES Avenida das Nações, Brasília",,Netherlands
BR,Embassy Phone,+55 61 3312 7000,,Netherlands
BR,Embassy Address,"SES Avenida das Nações, Brasília",,Croatia
BR,Embassy Phone,+55 61 3312 7000,,Croatia
BR,Embassy Address,"SES Avenida das Nações, Brasília",,Switzerland
BR,Embassy Phone,+55 61 3312 7000,,Switzerland
BR,Embassy Address,"SES Avenida das Nações, Brasília",,Indonesia
BR,Embassy Phone,+55 61 3312 7000,,Indonesia
BR,Embassy Address,"SES Avenida das Nações, Brasília",,Vietnam
BR,Embassy Phone,+55 61 3312 7000,,Vietnam
BR,Embassy Address,"SES Avenida das Nações, Brasília",,Australia
BR,Embassy Phone,+55 61 3312 7000,,Australia
BR,Embassy Address,"SES Avenida das Nações, Brasília",,Malaysia
BR,Embassy Phone,+55 61 3312 7000,,Malaysia
BR,Embassy Address,"SES Avenida das Nações, Brasília",,South Korea
BR,Embassy Phone,+55 61 3312 7000,,South Korea
BR,Embassy Address,"SES Avenida das Nações, Brasília",,India
BR,Embassy Phone,+55 61 3312 7000,,India
EG,Embassy Address,"26 Sharia Al-Safwa, Garden City, Cairo",,France
EG,Embassy Phone,+20 2 2797 7000,,France
EG,Embassy Address,"5 El-Safwa Street, Garden City, Cairo",,Japan
EG,Embassy Phone,+20 2 2797 7000,,Japan
EG,Embassy Address,"4 El-Safwa Street, Garden City, Cairo",,Thailand
EG,Embassy Phone,+20 2 2797 7000,,Thailand
EG,Embassy Address,"5 Tawfik Diab Street, Garden City, Cairo",,United States
EG,Embassy Phone,+20 2 2797 7000,,United States
EG,Embassy Address,"7 El-Safwa Street, Garden City, Cairo",,Italy
EG,Embassy Phone,+20 2 2797 7000,,Italy
EG,Embassy Address,"6 El-Safwa Street, Garden City, Cairo",,Spain
EG,Embassy Phone,+20 2 2797 7000,,Spain
EG,Embassy Address,"3 El-Safwa Street, Garden City, Cairo",,Turkey
EG,Embassy Phone,+20 2 2797 7000,,Turkey
EG,Embassy Address,"8 El-Safwa Street, Garden City, Cairo",,Germany
EG,Embassy Phone,+20 2 2797 7000,,Germany
EG,Embassy Address,"9 El-Safwa Street, Garden City, Cairo",,Mexico
EG,Embassy Phone,+20 2 2797 7000,,Mexico
EG,Embassy Address,"10 El-Safwa Street, Garden City, Cairo",,United Kingdom
EG,Embassy Phone,+20 2 2797 7000,,United Kingdom
EG,Embassy Address,"11 El-Safwa Street, Garden City, Cairo",,Greece
EG,Embassy Phone,+20 2 2797 7000,,Greece
EG,Embassy Address,"12 El-Safwa Street, Garden City, Cairo",,China
EG,Embassy Phone,+20 2 2797 7000,,China
EG,Embassy Address,"13 El-Safwa Street, Garden City, Cairo",,Austria
EG,Embassy Phone,+20 2 2797 7000,,Austria
EG,Embassy Address,"14 El-Safwa Street, Garden City, Cairo",,Portugal
EG,Embassy Phone,+20 2 2797 7000,,Portugal
EG,Embassy Address,"15 El-Safwa Street, Garden City, Cairo",,United Arab Emirates
EG,Embassy Phone,+20 2 2797 7000,,United Arab Emirates
EG,Embassy Address,"16 El-Safwa Street, Garden City, Cairo",,Netherlands
EG,Embassy Phone,+20 2 2797 7000,,Netherlands
EG,Embassy Address,"17 El-Safwa Street, Garden City, Cairo",,Croatia
EG,Embassy Phone,+20 2 2797 7000,,Croatia
EG,Embassy Address,"18 El-Safwa Street, Garden City, Cairo",,Switzerland
EG,Embassy Phone,+20 2 2797 7000,,Switzerland
EG,Embassy Address,"19 El-Safwa Street, Garden City, Cairo",,Indonesia
EG,Embassy Phone,+20 2 2797 7000,,Indonesia
EG,Embassy Address,"20 El-Safwa Street, Garden City, Cairo",,Vietnam
EG,Embassy Phone,+20 2 2797 7000,,Vietnam
EG,Embassy Address,"21 El-Safwa Street, Garden City, Cairo",,Australia
EG,Embassy Phone,+20 2 2797 7000,,Australia
EG,Embassy Address,"22 El-Safwa Street, Garden City, Cairo",,Malaysia
EG,Embassy Phone,+20 2 2797 7000,,Malaysia
EG,Embassy Address,"23 El-Safwa Street, Garden City, Cairo",,South Korea
EG,Embassy Phone,+20 2 2797 7000,,South Korea
EG,Embassy Address,"24 El-Safwa Street, Garden City, Cairo",,India
EG,Embassy Phone,+20 2 2797 7000,,India
MA,Embassy Address,"5, rue de Tilsitt, Rabat",,France
MA,Embassy Phone,+212 537 77 11 00,,France
MA,Embassy Address,"8, rue Ibn Toumert, Rabat",,Japan
MA,Embassy Phone,+212 537 77 11 00,,Japan
MA,Embassy Address,"6, rue d’Alger, Rabat",,Thailand
MA,Embassy Phone,+212 537 77 11 00,,Thailand
MA,Embassy Address,"2, rue Al Mansour Eddahbi, Rabat",,United States
MA,Embassy Phone,+212 537 77 11 00,,United States
MA,Embassy Address,"5, rue Ibn Toumert, Rabat",,Italy
MA,Embassy Phone,+212 537 77 11 00,,Italy
MA,Embassy Address,"7, rue d’Alger, Rabat",,Spain
MA,Embassy Phone,+212 537 77 11 00,,Spain
MA,Embassy Address,"8, rue Ibn Toumert, Rabat",,Turkey
MA,Embassy Phone,+212 537 77 11 00,,Turkey
MA,Embassy Address,"9, rue d’Alger, Rabat",,Germany
MA,Embassy Phone,+212 537 77 11 00,,Germany
MA,Embassy Address,"10, rue Ibn Toumert, Rabat",,Mexico
MA,Embassy Phone,+212 537 77 11 00,,Mexico
MA,Embassy Address,"11, rue d’Alger, Rabat",,United Kingdom
MA,Embassy Phone,+212 537 77 11 00,,United Kingdom
MA,Embassy Address,"12, rue Ibn Toumert, Rabat",,Greece
MA,Embassy Phone,+212 537 77 11 00,,Greece
MA,Embassy Address,"13, rue d’Alger, Rabat",,China
MA,Embassy Phone,+212 537 77 11 00,,China
MA,Embassy Address,"14, rue Ibn Toumert, Rabat",,Austria
MA,Embassy Phone,+212 537 77 11 00,,Austria
MA,Embassy Address,"15, rue d’Alger, Rabat",,Portugal
MA,Embassy Phone,+212 537 77 11 00,,Portugal
MA,Embassy Address,"16, rue Ibn Toumert, Rabat",,United Arab Emirates
MA,Embassy Phone,+212 537 77 11 00,,United Arab Emirates
MA,Embassy Address,"17, rue d’Alger, Rabat",,Netherlands
MA,Embassy Phone,+212 537 77 11 00,,Netherlands
MA,Embassy Address,"18, rue Ibn Toumert, Rabat",,Croatia
MA,Embassy Phone,+212 537 77 11 00,,Croatia
MA,Embassy Address,"19, rue d’Alger, Rabat",,Switzerland
MA,Embassy Phone,+212 537 77 11 00,,Switzerland
MA,Embassy Address,"20, rue Ibn Toumert, Rabat",,Indonesia
MA,Embassy Phone,+212 537 77 11 00,,Indonesia
MA,Embassy Address,"21, rue d’Alger, Rabat",,Vietnam
MA,Embassy Phone,+212 537 77 11 00,,Vietnam
MA,Embassy Address,"22, rue Ibn Toumert, Rabat",,Australia
MA,Embassy Phone,+212 537 77 11 00,,Australia
MA,Embassy Address,"23, rue d’Alger, Rabat",,Malaysia
MA,Embassy Phone,+212 537 77 11 00,,Malaysia
MA,Embassy Address,"24, rue Ibn Toumert, Rabat",,South Korea
MA,Embassy Phone,+212 537 77 11 00,,South Korea
MA,Embassy Address,"25, rue d’Alger, Rabat",,India
MA,Embassy Phone,+212 537 77 11 00,,India
